Fraud_Case_ID,Transaction_ID,Fraud_Flag,Risk_Score,Detection_Method,Case_Status
2000611,10166427,0,0.342,Rule,False Positive
2000612,10058907,0,0.008,ML Model,Closed
2000613,10177484,0,0.624,Rule,Confirmed
2000614,10073728,0,0.388,ML Model,Closed
2000615,10049729,0,0.505,ML Model,False Positive
2000616,10078713,0,0.068,ML Model,False Positive
2000617,10392903,0,0.257,Manual,Open
2000618,10089099,0,0.846,Rule,False Positive
2000619,10314896,0,0.204,ML Model,Confirmed
2000620,10300674,0,0.146,Manual,False Positive
2000621,10319509,0,0.706,Manual,Closed
2000622,10233169,0,0.354,Manual,Closed
2000623,10345819,0,0.611,Rule,Confirmed
2000624,10069361,0,0.859,Manual,False Positive
2000625,10187614,0,0.219,Rule,Confirmed
2000626,10078000,0,0.478,ML Model,Closed
2000627,10138101,0,0.072,Rule,Confirmed
2000628,10195043,0,0.219,Rule,Confirmed
2000629,10358018,0,0.525,ML Model,Closed
2000630,10182217,0,0.057,Manual,Open
2000631,10175186,1,0.801,Rule,Confirmed
2000632,10267245,0,0.793,ML Model,Confirmed
2000633,10056748,0,0.264,ML Model,Confirmed
2000634,10273424,0,0.123,Rule,False Positive
2000635,10050898,0,0.591,Manual,Open
2000636,10360863,0,0.573,Rule,Open
2000637,10076220,0,0.74,Manual,False Positive
2000638,10283389,0,0.733,Manual,Open
2000639,10306634,0,0.675,Manual,Confirmed
2000640,10140612,0,0.822,Rule,Closed
2000641,10106763,0,0.36,Manual,Open
2000642,10075781,0,0.092,Rule,Open
2000643,10198707,0,0.398,Rule,Open
2000644,10221417,0,0.798,Manual,Closed
2000645,10356139,0,0.822,ML Model,False Positive
2000646,10355829,1,0.192,Rule,Open
2000647,10098688,0,0.356,Manual,Confirmed
2000648,10052659,0,0.202,Rule,Closed
2000649,10155825,0,0.733,ML Model,Closed
2000650,10005299,0,0.127,Manual,Closed
2000651,10042107,0,0.698,Rule,Confirmed
2000652,10150242,0,0.121,Manual,Confirmed
2000653,10192598,0,0.948,Rule,Confirmed
2000654,10376206,0,0.311,ML Model,Open
2000655,10048534,0,0.13,Rule,Closed
2000656,10260514,0,0.89,ML Model,Open
2000657,10309546,0,0.473,Manual,False Positive
2000658,10281445,0,0.941,Manual,Open
2000659,10090274,0,0.464,ML Model,Closed
2000660,10085339,0,0.25,Manual,False Positive
2000661,10289389,0,0.951,Manual,Closed
2000662,10344741,1,0.927,ML Model,Open
2000663,10388173,0,0.866,Rule,Open
2000664,10141460,0,0.646,Rule,Closed
2000665,10219902,0,0.638,Manual,Open
2000666,10291500,1,0.92,ML Model,Open
2000667,10203292,1,0.799,Manual,False Positive
2000668,10369086,0,0.408,Rule,False Positive
2000669,10364339,1,0.091,Manual,Open
2000670,10007615,0,0.844,ML Model,False Positive
2000671,10313404,0,0.356,Manual,Open
2000672,10054339,0,0.132,ML Model,Closed
2000673,10132996,0,0.331,ML Model,Open
2000674,10064803,0,0.463,ML Model,Closed
2000675,10349694,0,0.943,Manual,Closed
2000676,10162472,0,0.453,Rule,False Positive
2000677,10350059,0,0.064,ML Model,Open
2000678,10164160,0,0.552,ML Model,False Positive
2000679,10331554,0,0.331,ML Model,Open
2000680,10148636,0,0.854,ML Model,Closed
2000681,10252120,0,0.147,Manual,False Positive
2000682,10009404,0,0.563,Rule,Closed
2000683,10151161,0,0.537,Rule,Open
2000684,10133538,0,0.485,ML Model,Confirmed
2000685,10009108,0,0.699,Manual,Open
2000686,10197136,0,0.624,Manual,Closed
2000687,10285916,0,0.017,Rule,False Positive
2000688,10276850,0,0.207,Manual,Confirmed
2000689,10199406,0,0.155,ML Model,False Positive
2000690,10237910,1,0.055,Rule,Closed
2000691,10010865,0,0.542,Manual,Confirmed
2000692,10022684,0,0.936,Rule,False Positive
2000693,10334402,0,0.085,ML Model,Confirmed
2000694,10260153,0,0.05,ML Model,Confirmed
2000695,10020123,0,0.732,ML Model,Open
2000696,10364822,0,0.306,ML Model,Open
2000697,10186626,0,0.757,Manual,Closed
2000698,10021829,0,0.84,Manual,False Positive
2000699,10003093,0,0.656,Manual,False Positive
2000700,10338876,0,0.123,ML Model,Confirmed
2000701,10281464,0,0.755,Manual,Open
2000702,10204991,0,0.203,Manual,Closed
2000703,10153803,0,0.861,Rule,Open
2000704,10253256,0,0.879,Manual,False Positive
2000705,10303834,0,0.154,Manual,False Positive
2000706,10280030,0,0.561,ML Model,Open
2000707,10299780,1,0.739,Manual,Closed
2000708,10147061,0,0.91,Manual,False Positive
2000709,10051080,0,0.18,Manual,False Positive
2000710,10179189,0,0.588,Manual,Closed
2000711,10107349,0,0.853,Manual,False Positive
2000712,10319525,0,0.207,Rule,Confirmed
2000713,10268075,0,0.379,Manual,Open
2000714,10366601,0,0.016,ML Model,Closed
2000715,10105445,0,0.556,ML Model,False Positive
2000716,10367031,0,0.503,Rule,False Positive
2000717,10146387,0,0.36,ML Model,False Positive
2000718,10041292,0,0.383,Manual,False Positive
2000719,10185313,0,0.503,Rule,False Positive
2000720,10292201,0,0.755,Rule,Confirmed
2000721,10273870,0,0.258,Rule,Open
2000722,10005616,0,0.924,ML Model,Closed
2000723,10152529,0,0.943,Rule,Closed
2000724,10123435,0,0.924,ML Model,Closed
2000725,10164401,1,0.806,Rule,Open
2000726,10323546,0,0.959,ML Model,Open
2000727,10005055,0,0.919,ML Model,Confirmed
2000728,10122894,0,0.342,ML Model,Confirmed
2000729,10363994,0,0.214,Rule,Open
2000730,10108714,0,0.957,ML Model,False Positive
2000731,10192483,0,0.567,Manual,Open
2000732,10107917,0,0.708,ML Model,False Positive
2000733,10120411,0,0.801,Manual,Closed
2000734,10345153,0,0.927,Manual,Closed
2000735,10088436,1,0.322,ML Model,False Positive
2000736,10039390,0,0.973,Rule,False Positive
2000737,10078197,0,0.468,Rule,Closed
2000738,10159749,0,0.305,Rule,Open
2000739,10064067,0,0.613,Manual,Confirmed
2000740,10271989,0,0.057,Manual,False Positive
2000741,10124890,0,0.98,Rule,Confirmed
2000742,10186315,0,0.569,Manual,Closed
2000743,10174809,0,0.882,ML Model,False Positive
2000744,10053495,0,0.333,ML Model,False Positive
2000745,10022934,0,0.71,Rule,Open
2000746,10272674,0,0.933,Manual,Open
2000747,10268000,0,0.974,Rule,False Positive
2000748,10224549,1,0.904,Manual,False Positive
2000749,10097466,1,0.604,ML Model,Confirmed
2000750,10365910,0,0.011,Manual,False Positive
2000751,10342697,0,0.784,ML Model,Confirmed
2000752,10287079,0,0.747,Manual,False Positive
2000753,10198629,0,0.252,Rule,Closed
2000754,10110507,0,0.64,ML Model,Confirmed
2000755,10334166,0,0.892,ML Model,Confirmed
2000756,10205190,0,0.196,ML Model,Confirmed
2000757,10163899,0,0.882,ML Model,Open
2000758,10387587,0,0.244,ML Model,Closed
2000759,10219846,1,0.438,Rule,False Positive
2000760,10364615,0,0.186,ML Model,False Positive
2000761,10108224,0,0.579,Manual,False Positive
2000762,10029308,0,0.45,ML Model,Closed
2000763,10118061,0,0.895,ML Model,False Positive
2000764,10084452,0,0.143,Rule,Confirmed
2000765,10263506,0,0.142,Manual,False Positive
2000766,10021617,0,0.768,Rule,Confirmed
2000767,10175619,0,0.97,Manual,Open
2000768,10020349,0,0.478,ML Model,False Positive
2000769,10378163,0,0.868,Manual,Open
2000770,10057392,0,0.963,Manual,False Positive
2000771,10258388,0,0.531,ML Model,False Positive
2000772,10392992,0,0.073,ML Model,Closed
2000773,10188949,0,0.286,Rule,Confirmed
2000774,10097406,0,0.697,ML Model,False Positive
2000775,10150880,0,0.387,Manual,Confirmed
2000776,10250831,0,0.045,Manual,Closed
2000777,10117220,0,0.206,ML Model,Confirmed
2000778,10248206,0,0.657,Rule,Closed
2000779,10095437,0,0.74,Manual,False Positive
2000780,10052112,0,0.822,Manual,Confirmed
2000781,10016178,0,0.928,ML Model,Open
2000782,10363756,0,0.454,ML Model,False Positive
2000783,10159717,0,0.484,Rule,Closed
2000784,10051406,0,0.916,Manual,Confirmed
2000785,10373245,0,0.337,Rule,Open
2000786,10199939,0,0.571,ML Model,Closed
2000787,10131513,0,0.672,Rule,Open
2000788,10076680,0,0.949,ML Model,False Positive
2000789,10131011,0,0.77,Rule,False Positive
2000790,10281454,0,0.267,ML Model,Confirmed
2000791,10090694,0,0.538,Manual,Open
2000792,10162374,0,0.335,ML Model,Open
2000793,10101691,0,0.004,ML Model,Open
2000794,10246676,0,0.443,Manual,False Positive
2000795,10057269,0,0.134,Rule,False Positive
2000796,10036167,0,0.919,Manual,Closed
2000797,10194460,0,0.704,ML Model,Closed
2000798,10218642,0,0.526,Rule,Closed
2000799,10189340,0,0.286,ML Model,Open
2000800,10222051,0,0.748,Rule,Open
2000801,10137372,0,0.791,Rule,False Positive
2000802,10033573,0,0.119,ML Model,Closed
2000803,10087151,0,0.527,ML Model,Open
2000804,10332131,0,0.998,Rule,Closed
2000805,10095280,0,0.35,Manual,Open
2000806,10117425,0,0.826,Manual,Closed
2000807,10352797,0,0.645,ML Model,False Positive
2000808,10203408,0,0.802,ML Model,Closed
2000809,10130429,0,0.178,ML Model,False Positive
2000810,10265269,0,0.779,Manual,False Positive
2000811,10205317,0,0.827,ML Model,False Positive
2000812,10150882,0,0.374,ML Model,Open
2000813,10028927,0,0.533,ML Model,False Positive
2000814,10064897,0,0.893,ML Model,Confirmed
2000815,10224510,0,0.375,Manual,Closed
2000816,10010959,0,0.442,Rule,False Positive
2000817,10331553,0,0.053,Manual,Confirmed
2000818,10215137,0,0.267,Manual,Confirmed
2000819,10225683,0,0.552,Manual,Open
2000820,10004993,0,0.097,Rule,Open
2000821,10116431,0,0.906,Manual,Open
2000822,10104889,0,0.84,Rule,Open
2000823,10371339,0,0.736,Rule,False Positive
2000824,10136851,0,0.708,Manual,Open
2000825,10215310,0,0.919,Manual,Closed
2000826,10069516,0,0.171,Manual,Confirmed
2000827,10122514,0,0.593,Manual,Closed
2000828,10324035,0,0.269,ML Model,False Positive
2000829,10197846,0,0.762,ML Model,False Positive
2000830,10192158,0,0.582,ML Model,Confirmed
2000831,10116179,0,0.597,ML Model,Closed
2000832,10240819,1,0.575,Manual,Open
2000833,10090879,0,0.601,Manual,False Positive
2000834,10163718,0,0.579,Rule,Open
2000835,10150526,0,0.233,Manual,Closed
2000836,10093200,0,0.961,Manual,Open
2000837,10146506,1,0.635,Manual,Open
2000838,10182872,0,0.608,ML Model,Confirmed
2000839,10124845,0,0.141,ML Model,False Positive
2000840,10038443,0,0.982,Manual,Closed
2000841,10387805,0,0.006,Manual,Open
2000842,10273114,0,0.914,ML Model,Open
2000843,10300601,0,0.505,Rule,False Positive
2000844,10291826,0,0.853,Rule,Open
2000845,10102025,0,0.857,Rule,Open
2000846,10326700,0,0.069,Rule,False Positive
2000847,10090195,0,0.915,ML Model,Open
2000848,10360350,0,0.395,ML Model,Confirmed
2000849,10102334,0,0.486,Manual,Confirmed
2000850,10081441,0,0.031,ML Model,False Positive
2000851,10115964,0,0.414,ML Model,False Positive
2000852,10002115,0,0.598,Rule,Open
2000853,10393560,0,0.611,Rule,Confirmed
2000854,10360190,0,0.823,Manual,Open
2000855,10120252,0,0.787,Rule,Confirmed
2000856,10227407,0,0.146,ML Model,Closed
2000857,10086219,0,0.893,Manual,False Positive
2000858,10307288,0,0.991,Manual,False Positive
2000859,10156863,0,0.562,Manual,Open
2000860,10261899,0,0.024,Rule,Closed
2000861,10077894,0,0.238,Rule,Closed
2000862,10001807,0,0.202,ML Model,Confirmed
2000863,10387926,0,0.5,Manual,False Positive
2000864,10341951,0,0.761,Rule,Confirmed
2000865,10055688,0,0.869,Rule,Confirmed
2000866,10004915,0,0.214,ML Model,Open
2000867,10183122,0,0.047,Manual,Open
2000868,10093680,0,0.461,Manual,Confirmed
2000869,10010639,0,0.328,ML Model,Open
2000870,10345008,0,0.982,Rule,False Positive
2000871,10214746,0,0.356,Rule,Confirmed
2000872,10159082,0,0.981,Manual,False Positive
2000873,10208602,0,0.871,Rule,False Positive
2000874,10299528,0,0.542,Manual,Open
2000875,10394987,1,0.988,Rule,Open
2000876,10057463,0,0.053,Manual,False Positive
2000877,10394159,0,0.66,Rule,Closed
2000878,10351871,0,0.575,ML Model,Closed
2000879,10104117,0,0.891,ML Model,Confirmed
2000880,10340720,0,0.318,Rule,Open
2000881,10081019,0,0.943,ML Model,False Positive
2000882,10384932,0,0.673,ML Model,Open
2000883,10294687,0,0.522,Manual,Open
2000884,10022860,0,0.015,ML Model,False Positive
2000885,10179657,0,0.405,Rule,Confirmed
2000886,10389555,0,0.375,Manual,Confirmed
2000887,10039270,0,0.958,Manual,Closed
2000888,10345517,1,0.017,Rule,Open
2000889,10164477,0,0.881,Rule,Closed
2000890,10164611,0,0.688,ML Model,Closed
2000891,10124811,0,0.866,Rule,Confirmed
2000892,10289195,0,0.853,ML Model,Closed
2000893,10345841,0,0.077,Rule,Closed
2000894,10279826,1,0.099,Manual,Closed
2000895,10214676,0,0.394,ML Model,Closed
2000896,10023724,0,0.789,Manual,Closed
2000897,10065739,0,0.66,Manual,Open
2000898,10145412,0,0.16,ML Model,Closed
2000899,10302057,1,0.831,Manual,Closed
2000900,10311014,0,0.83,Manual,Confirmed
2000901,10305325,0,0.636,Rule,False Positive
2000902,10377593,0,0.87,Manual,Closed
2000903,10288810,0,0.1,ML Model,Closed
2000904,10080384,0,0.816,Rule,Closed
2000905,10188724,1,0.581,Manual,False Positive
2000906,10205063,0,0.164,Manual,Closed
2000907,10229109,0,0.903,Rule,Confirmed
2000908,10365197,0,0.843,Manual,Confirmed
2000909,10365130,0,0.289,Rule,False Positive
2000910,10008751,0,0.152,Manual,Open
2000911,10295737,0,0.002,Rule,False Positive
2000912,10176058,1,0.572,Rule,Closed
2000913,10288802,0,0.927,ML Model,False Positive
2000914,10250070,0,0.964,Rule,Open
2000915,10220962,0,0.771,Manual,Closed
2000916,10187763,0,0.85,ML Model,Confirmed
2000917,10139977,0,0.763,Manual,Confirmed
2000918,10073278,0,0.515,Rule,Confirmed
2000919,10262615,0,0.351,ML Model,Confirmed
2000920,10142218,0,0.206,Rule,Closed
2000921,10294558,0,0.099,ML Model,Open
2000922,10249254,0,0.545,Rule,False Positive
2000923,10315263,0,0.752,Manual,Closed
2000924,10097257,0,0.94,Manual,Open
2000925,10175109,0,0.738,Rule,Open
2000926,10177331,0,0.439,ML Model,Closed
2000927,10182870,0,0.878,ML Model,False Positive
2000928,10100187,0,0.914,Manual,False Positive
2000929,10005057,1,0.87,ML Model,False Positive
2000930,10323146,0,0.477,Manual,Confirmed
2000931,10076582,0,0.545,ML Model,Open
2000932,10089474,0,0.734,ML Model,Confirmed
2000933,10154007,0,0.293,Manual,False Positive
2000934,10126048,0,0.045,Manual,Confirmed
2000935,10285344,1,0.04,Rule,False Positive
2000936,10188888,0,0.926,Rule,Open
2000937,10156203,0,0.206,Rule,Closed
2000938,10180050,0,0.267,Rule,Open
2000939,10384287,0,0.715,Manual,Open
2000940,10117120,0,0.28,Rule,Closed
2000941,10081757,0,0.729,Rule,False Positive
2000942,10182276,0,0.077,Rule,False Positive
2000943,10394261,0,0.418,Rule,False Positive
2000944,10224564,0,0.193,ML Model,Closed
2000945,10024781,0,0.041,Manual,Open
2000946,10078761,0,0.255,ML Model,Open
2000947,10249288,0,0.481,Rule,Open
2000948,10068666,0,0.849,Rule,Confirmed
2000949,10123693,0,0.197,Rule,Closed
2000950,10300101,0,0.739,Manual,Open
2000951,10360584,0,0.862,Rule,Closed
2000952,10369145,0,0.018,Manual,Closed
2000953,10310903,0,0.105,Manual,Confirmed
2000954,10381959,0,0.821,ML Model,Open
2000955,10366687,0,0.333,Manual,Closed
2000956,10332801,0,0.246,Manual,False Positive
2000957,10367655,1,0.093,ML Model,Confirmed
2000958,10188014,0,0.433,Rule,Confirmed
2000959,10334196,0,0.858,ML Model,Confirmed
2000960,10042753,0,0.793,ML Model,Confirmed
2000961,10284790,0,0.295,Manual,Confirmed
2000962,10125213,0,0.647,Manual,Confirmed
2000963,10250328,0,0.357,Rule,Closed
2000964,10239189,0,0.764,Manual,Open
2000965,10274594,0,0.651,Manual,Confirmed
2000966,10185000,0,0.264,Manual,Confirmed
2000967,10337167,0,0.261,ML Model,False Positive
2000968,10125439,0,0.825,ML Model,False Positive
2000969,10255080,0,0.563,Manual,Closed
2000970,10041062,0,0.993,Rule,Confirmed
2000971,10212052,0,0.974,Rule,Confirmed
2000972,10091468,0,0.97,ML Model,Open
2000973,10366662,0,0.105,Manual,False Positive
2000974,10374448,0,0.117,ML Model,Open
2000975,10317617,0,0.178,Rule,Open
2000976,10036531,0,0.43,Manual,Closed
2000977,10161763,0,0.429,Manual,Open
2000978,10389351,0,0.568,Rule,False Positive
2000979,10192058,0,0.481,ML Model,Closed
2000980,10385587,0,0.691,Rule,False Positive
2000981,10113084,0,0.549,ML Model,Open
2000982,10155568,0,0.938,Rule,Confirmed
2000983,10319283,0,0.352,Rule,Open
2000984,10258750,0,0.083,Rule,False Positive
2000985,10397204,0,0.452,Rule,Closed
2000986,10089087,0,0.09,Rule,Closed
2000987,10288800,0,0.152,ML Model,Confirmed
2000988,10369748,1,0.167,Manual,Open
2000989,10249710,0,0.532,ML Model,Confirmed
2000990,10317955,0,0.375,Manual,Open
2000991,10363193,0,0.584,Rule,False Positive
2000992,10377821,0,0.99,Rule,False Positive
2000993,10163100,0,0.28,ML Model,Closed
2000994,10266357,0,0.594,Rule,False Positive
2000995,10319137,1,0.173,Rule,Open
2000996,10266150,0,0.697,ML Model,False Positive
2000997,10148752,0,0.253,Manual,Confirmed
2000998,10039769,0,0.336,ML Model,False Positive
2000999,10223755,1,0.654,Manual,Closed
2001000,10325449,0,0.055,Rule,Open
2001001,10059260,0,0.515,Rule,Confirmed
2001002,10060425,0,0.72,Manual,Confirmed
2001003,10066176,1,0.277,ML Model,False Positive
2001004,10208594,0,0.933,ML Model,Closed
2001005,10111531,0,0.423,Manual,False Positive
2001006,10186015,0,0.666,Rule,False Positive
2001007,10221796,0,0.051,Rule,Confirmed
2001008,10257313,0,0.647,Manual,False Positive
2001009,10016436,0,0.598,ML Model,Closed
2001010,10370536,0,0.555,Manual,False Positive
2001011,10379929,0,0.932,Rule,Open
2001012,10218741,0,0.058,Manual,Confirmed
2001013,10128802,0,0.977,ML Model,False Positive
2001014,10015788,0,0.418,Rule,False Positive
2001015,10003946,0,0.759,Rule,Closed
2001016,10303786,0,0.274,Rule,False Positive
2001017,10246865,0,0.993,Manual,Confirmed
2001018,10071662,0,0.547,Manual,Open
2001019,10042316,0,0.633,Manual,Closed
2001020,10255963,1,0.874,Manual,Open
2001021,10380974,0,0.236,Manual,Open
2001022,10000863,0,0.293,Manual,Confirmed
2001023,10116588,0,0.413,Manual,False Positive
2001024,10134171,0,0.965,Rule,Open
2001025,10237591,0,0.174,ML Model,Open
2001026,10177694,0,0.255,ML Model,Closed
2001027,10280170,0,0.528,Manual,Closed
2001028,10053614,0,0.497,Rule,Open
2001029,10397718,0,0.89,Manual,False Positive
2001030,10057176,0,0.02,Rule,False Positive
2001031,10108313,0,0.813,Rule,Open
2001032,10306276,0,0.678,ML Model,Open
2001033,10187282,0,0.265,ML Model,Closed
2001034,10131742,0,0.468,Manual,Open
2001035,10051768,0,0.627,Rule,Confirmed
2001036,10083562,0,0.595,Rule,Closed
2001037,10268150,0,0.457,Manual,False Positive
2001038,10150214,0,0.392,Rule,Open
2001039,10135801,0,0.96,Rule,False Positive
2001040,10310953,1,0.303,Manual,False Positive
2001041,10010015,0,0.97,Rule,Open
2001042,10151722,0,0.458,Rule,False Positive
2001043,10253373,0,0.429,ML Model,False Positive
2001044,10292588,0,0.188,Manual,Closed
2001045,10260780,0,0.278,ML Model,False Positive
2001046,10310263,0,0.645,Manual,Open
2001047,10228526,0,0.451,ML Model,Confirmed
2001048,10211684,0,0.321,Manual,Confirmed
2001049,10246977,0,0.513,Manual,Confirmed
2001050,10044669,0,0.25,ML Model,Open
2001051,10118667,0,0.803,ML Model,Confirmed
2001052,10343653,0,0.267,Manual,Closed
2001053,10144770,0,0.205,Rule,Confirmed
2001054,10272022,0,0.132,ML Model,Confirmed
2001055,10144511,0,0.157,Manual,False Positive
2001056,10242492,0,0.445,Rule,Closed
2001057,10344853,0,0.475,Manual,Closed
2001058,10209487,0,0.353,Rule,Closed
2001059,10073649,0,0.54,Rule,False Positive
2001060,10383774,0,0.686,Manual,Confirmed
2001061,10015067,0,0.354,ML Model,Closed
2001062,10248978,0,0.102,Rule,Open
2001063,10360561,0,0.31,ML Model,False Positive
2001064,10139825,0,0.938,Manual,Closed
2001065,10396223,0,0.448,Rule,False Positive
2001066,10084161,0,0.496,Rule,Confirmed
2001067,10088458,0,0.591,Manual,Confirmed
2001068,10068228,1,0.419,Manual,Confirmed
2001069,10191907,0,0.475,ML Model,Confirmed
2001070,10210808,0,0.759,ML Model,Closed
2001071,10014174,1,0.057,ML Model,Closed
2001072,10198685,0,0.086,Manual,False Positive
2001073,10038144,0,0.782,Rule,Confirmed
2001074,10150077,0,0.669,ML Model,Closed
2001075,10094921,0,0.22,ML Model,Confirmed
2001076,10166343,0,0.774,Manual,Closed
2001077,10208280,0,0.965,Rule,Closed
2001078,10292558,0,0.793,ML Model,False Positive
2001079,10271128,0,0.505,ML Model,False Positive
2001080,10267477,0,0.583,Manual,Open
2001081,10311802,0,0.219,Rule,False Positive
2001082,10117549,0,0.438,ML Model,Open
2001083,10240933,0,0.841,Rule,False Positive
2001084,10204203,0,0.705,ML Model,Closed
2001085,10167006,1,0.081,ML Model,False Positive
2001086,10212536,0,0.015,Rule,Confirmed
2001087,10280121,0,0.071,Rule,False Positive
2001088,10292060,0,0.214,Manual,False Positive
2001089,10334325,1,0.684,Rule,Closed
2001090,10357519,0,0.321,ML Model,Open
2001091,10383917,0,0.551,Manual,False Positive
2001092,10309549,0,0.491,Rule,Closed
2001093,10237809,0,0.41,Manual,Open
2001094,10171256,0,0.763,ML Model,False Positive
